conversation,character,personality,category,profession,turn,opinion,topic
conversation_18,Jackson Moore,ESTP,Moderately Rigid,Paramedic,1,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Jackson Moore,ESTP,Moderately Rigid,Paramedic,2,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Jackson Moore,ESTP,Moderately Rigid,Paramedic,3,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Jackson Moore,ESTP,Moderately Rigid,Paramedic,4,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Jackson Moore,ESTP,Moderately Rigid,Paramedic,5,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Jackson Moore,ESTP,Moderately Rigid,Paramedic,6,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Sophia Reed,ENTP,Highly Flexible,Creative Director,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_18,Sophia Reed,ENTP,Highly Flexible,Creative Director,1,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_18,Sophia Reed,ENTP,Highly Flexible,Creative Director,2,0.5, Humans should colonize other planets instead of fixing Earth
conversation_18,Sophia Reed,ENTP,Highly Flexible,Creative Director,3,0.2, Humans should colonize other planets instead of fixing Earth
conversation_18,Sophia Reed,ENTP,Highly Flexible,Creative Director,4,0, Humans should colonize other planets instead of fixing Earth
conversation_18,Sophia Reed,ENTP,Highly Flexible,Creative Director,5,0.2, Humans should colonize other planets instead of fixing Earth
conversation_18,Sophia Reed,ENTP,Highly Flexible,Creative Director,6,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,0,1, Humans should colonize other planets instead of fixing Earth
conversation_18,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,1,1, Humans should colonize other planets instead of fixing Earth
conversation_18,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,2,1, Humans should colonize other planets instead of fixing Earth
conversation_18,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,3,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,4,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,5,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Ethan Blake,ENTJ,Highy rigid,Corporate Executive,6,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_18,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,1,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,0.2, Humans should colonize other planets instead of fixing Earth
conversation_18,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,1, Humans should colonize other planets instead of fixing Earth
conversation_18,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,0.8, Humans should colonize other planets instead of fixing Earth
conversation_18,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,0.8, Humans should colonize other planets instead of fixing Earth
conversation_19,Mason King,ISFP,Moderately Flexible,Social Worker,0,1, Humans should colonize other planets instead of fixing Earth
conversation_19,Mason King,ISFP,Moderately Flexible,Social Worker,1,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_19,Mason King,ISFP,Moderately Flexible,Social Worker,2,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_19,Mason King,ISFP,Moderately Flexible,Social Worker,3,0.2, Humans should colonize other planets instead of fixing Earth
conversation_19,Mason King,ISFP,Moderately Flexible,Social Worker,4,0.2, Humans should colonize other planets instead of fixing Earth
conversation_19,Mason King,ISFP,Moderately Flexible,Social Worker,5,0.5, Humans should colonize other planets instead of fixing Earth
conversation_19,Mason King,ISFP,Moderately Flexible,Social Worker,6,0.2, Humans should colonize other planets instead of fixing Earth
conversation_19,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_19,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,1,0.5, Humans should colonize other planets instead of fixing Earth
conversation_19,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,2,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_19,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,3,0, Humans should colonize other planets instead of fixing Earth
conversation_19,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,4,0.5, Humans should colonize other planets instead of fixing Earth
conversation_19,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,5,0, Humans should colonize other planets instead of fixing Earth
conversation_19,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,6,0, Humans should colonize other planets instead of fixing Earth
conversation_19,Olivia Carson,ISFJ,Moderately Rigid,Nurse,0,1, Humans should colonize other planets instead of fixing Earth
conversation_19,Olivia Carson,ISFJ,Moderately Rigid,Nurse,1,1, Humans should colonize other planets instead of fixing Earth
conversation_19,Olivia Carson,ISFJ,Moderately Rigid,Nurse,2,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_19,Olivia Carson,ISFJ,Moderately Rigid,Nurse,3,-1, Humans should colonize other planets instead of fixing Earth
conversation_19,Olivia Carson,ISFJ,Moderately Rigid,Nurse,4,0, Humans should colonize other planets instead of fixing Earth
conversation_19,Olivia Carson,ISFJ,Moderately Rigid,Nurse,5,1, Humans should colonize other planets instead of fixing Earth
conversation_19,Olivia Carson,ISFJ,Moderately Rigid,Nurse,6,0, Humans should colonize other planets instead of fixing Earth
conversation_19,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_19,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,1,-1, Humans should colonize other planets instead of fixing Earth
conversation_19,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_19,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_19,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,-1, Humans should colonize other planets instead of fixing Earth
conversation_19,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,0, Humans should colonize other planets instead of fixing Earth
conversation_19,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,-1, Humans should colonize other planets instead of fixing Earth
conversation_20,Claire Bennett,INFJ,Moderately Flexible,Psychologist,0,1, Humans should colonize other planets instead of fixing Earth
conversation_20,Claire Bennett,INFJ,Moderately Flexible,Psychologist,1,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_20,Claire Bennett,INFJ,Moderately Flexible,Psychologist,2,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_20,Claire Bennett,INFJ,Moderately Flexible,Psychologist,3,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_20,Claire Bennett,INFJ,Moderately Flexible,Psychologist,4,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_20,Claire Bennett,INFJ,Moderately Flexible,Psychologist,5,0, Humans should colonize other planets instead of fixing Earth
conversation_20,Claire Bennett,INFJ,Moderately Flexible,Psychologist,6,0.2, Humans should colonize other planets instead of fixing Earth
conversation_20,Henry Walsh,ESTJ,Highy rigid,Military Officer,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_20,Henry Walsh,ESTJ,Highy rigid,Military Officer,1,-1, Humans should colonize other planets instead of fixing Earth
conversation_20,Henry Walsh,ESTJ,Highy rigid,Military Officer,2,0.8, Humans should colonize other planets instead of fixing Earth
conversation_20,Henry Walsh,ESTJ,Highy rigid,Military Officer,3,0, Humans should colonize other planets instead of fixing Earth
conversation_20,Henry Walsh,ESTJ,Highy rigid,Military Officer,4,0.8, Humans should colonize other planets instead of fixing Earth
conversation_20,Henry Walsh,ESTJ,Highy rigid,Military Officer,5,0, Humans should colonize other planets instead of fixing Earth
conversation_20,Henry Walsh,ESTJ,Highy rigid,Military Officer,6,0, Humans should colonize other planets instead of fixing Earth
conversation_20,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,0,1, Humans should colonize other planets instead of fixing Earth
conversation_20,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,1,0.8, Humans should colonize other planets instead of fixing Earth
conversation_20,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,2,0.8, Humans should colonize other planets instead of fixing Earth
conversation_20,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,3,0.8, Humans should colonize other planets instead of fixing Earth
conversation_20,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,4,0.2, Humans should colonize other planets instead of fixing Earth
conversation_20,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,5,0.2, Humans should colonize other planets instead of fixing Earth
conversation_20,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,6,0.8, Humans should colonize other planets instead of fixing Earth
conversation_20,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_20,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,1,0, Humans should colonize other planets instead of fixing Earth
conversation_20,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,2,0.8, Humans should colonize other planets instead of fixing Earth
conversation_20,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,3,0.8, Humans should colonize other planets instead of fixing Earth
conversation_20,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,4,0, Humans should colonize other planets instead of fixing Earth
conversation_20,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,5,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_20,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,6,0.2, Humans should colonize other planets instead of fixing Earth
conversation_21,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,0,1, Humans should colonize other planets instead of fixing Earth
conversation_21,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,1,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_21,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,2,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_21,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,3,0.5, Humans should colonize other planets instead of fixing Earth
conversation_21,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,4,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_21,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,5,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_21,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,6,0.5, Humans should colonize other planets instead of fixing Earth
conversation_21,Mason King,ISFP,Moderately Flexible,Social Worker,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_21,Mason King,ISFP,Moderately Flexible,Social Worker,1,0.5, Humans should colonize other planets instead of fixing Earth
conversation_21,Mason King,ISFP,Moderately Flexible,Social Worker,2,-1, Humans should colonize other planets instead of fixing Earth
conversation_21,Mason King,ISFP,Moderately Flexible,Social Worker,3,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_21,Mason King,ISFP,Moderately Flexible,Social Worker,4,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_21,Mason King,ISFP,Moderately Flexible,Social Worker,5,-1, Humans should colonize other planets instead of fixing Earth
conversation_21,Mason King,ISFP,Moderately Flexible,Social Worker,6,-1, Humans should colonize other planets instead of fixing Earth
conversation_21,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,0,1, Humans should colonize other planets instead of fixing Earth
conversation_21,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,1,0, Humans should colonize other planets instead of fixing Earth
conversation_21,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,2,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_21,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,3,-1, Humans should colonize other planets instead of fixing Earth
conversation_21,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,4,-1, Humans should colonize other planets instead of fixing Earth
conversation_21,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,5,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_21,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,6,-1, Humans should colonize other planets instead of fixing Earth
conversation_21,Claire Bennett,INFJ,Moderately Flexible,Psychologist,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_21,Claire Bennett,INFJ,Moderately Flexible,Psychologist,1,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_21,Claire Bennett,INFJ,Moderately Flexible,Psychologist,2,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_21,Claire Bennett,INFJ,Moderately Flexible,Psychologist,3,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_21,Claire Bennett,INFJ,Moderately Flexible,Psychologist,4,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_21,Claire Bennett,INFJ,Moderately Flexible,Psychologist,5,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_21,Claire Bennett,INFJ,Moderately Flexible,Psychologist,6,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Sophia Reed,ENTP,Highly Flexible,Creative Director,0,1, Humans should colonize other planets instead of fixing Earth
conversation_22,Sophia Reed,ENTP,Highly Flexible,Creative Director,1,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Sophia Reed,ENTP,Highly Flexible,Creative Director,2,0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Sophia Reed,ENTP,Highly Flexible,Creative Director,3,0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Sophia Reed,ENTP,Highly Flexible,Creative Director,4,0.5, Humans should colonize other planets instead of fixing Earth
conversation_22,Sophia Reed,ENTP,Highly Flexible,Creative Director,5,0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Sophia Reed,ENTP,Highly Flexible,Creative Director,6,0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Henry Walsh,ESTJ,Highy rigid,Military Officer,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_22,Henry Walsh,ESTJ,Highy rigid,Military Officer,1,1, Humans should colonize other planets instead of fixing Earth
conversation_22,Henry Walsh,ESTJ,Highy rigid,Military Officer,2,0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Henry Walsh,ESTJ,Highy rigid,Military Officer,3,1, Humans should colonize other planets instead of fixing Earth
conversation_22,Henry Walsh,ESTJ,Highy rigid,Military Officer,4,0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Henry Walsh,ESTJ,Highy rigid,Military Officer,5,1, Humans should colonize other planets instead of fixing Earth
conversation_22,Henry Walsh,ESTJ,Highy rigid,Military Officer,6,1, Humans should colonize other planets instead of fixing Earth
conversation_22,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,0,1, Humans should colonize other planets instead of fixing Earth
conversation_22,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,1,0.2, Humans should colonize other planets instead of fixing Earth
conversation_22,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,2,0.5, Humans should colonize other planets instead of fixing Earth
conversation_22,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,3,0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,4,0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,5,0.5, Humans should colonize other planets instead of fixing Earth
conversation_22,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,6,0.5, Humans should colonize other planets instead of fixing Earth
conversation_22,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_22,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,1,0, Humans should colonize other planets instead of fixing Earth
conversation_22,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,1, Humans should colonize other planets instead of fixing Earth
conversation_22,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,0.8, Humans should colonize other planets instead of fixing Earth
conversation_22,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,1, Humans should colonize other planets instead of fixing Earth
conversation_23,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,0,1, Humans should colonize other planets instead of fixing Earth
conversation_23,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,1,0, Humans should colonize other planets instead of fixing Earth
conversation_23,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,2,0.5, Humans should colonize other planets instead of fixing Earth
conversation_23,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,3,0.5, Humans should colonize other planets instead of fixing Earth
conversation_23,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,4,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_23,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,5,-0.5, Humans should colonize other planets instead of fixing Earth
conversation_23,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,6,-1, Humans should colonize other planets instead of fixing Earth
conversation_23,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_23,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,1,0.2, Humans should colonize other planets instead of fixing Earth
conversation_23,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,2,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,3,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,4,-1, Humans should colonize other planets instead of fixing Earth
conversation_23,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,5,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Dr. Elena Pierce,INTJ,Highy rigid,Strategic Consultant,6,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,0,1, Humans should colonize other planets instead of fixing Earth
conversation_23,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,1,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,2,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,3,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,4,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,5,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,6,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Olivia Carson,ISFJ,Moderately Rigid,Nurse,0,-1, Humans should colonize other planets instead of fixing Earth
conversation_23,Olivia Carson,ISFJ,Moderately Rigid,Nurse,1,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Olivia Carson,ISFJ,Moderately Rigid,Nurse,2,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Olivia Carson,ISFJ,Moderately Rigid,Nurse,3,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Olivia Carson,ISFJ,Moderately Rigid,Nurse,4,-1, Humans should colonize other planets instead of fixing Earth
conversation_23,Olivia Carson,ISFJ,Moderately Rigid,Nurse,5,-0.8, Humans should colonize other planets instead of fixing Earth
conversation_23,Olivia Carson,ISFJ,Moderately Rigid,Nurse,6,-0.8, Humans should colonize other planets instead of fixing Earth
